# From the Bright Star Catalogue, 5th Revised Ed.,
# available online through VizieR.

# Only the first three columns (Dec, RA, Mag) are used by Xplanet.

#    Dec      RA   Mag         Name  BSN     HD    SAO
 56.6886 16.9893  6.03 "          " 6330 153956  30190
 61.0781  5.0266  6.03 "          " 1593  31662  13341
 72.1264  4.2291  6.03 "          " 1281  26076   5125
-10.3167  7.2412  6.03 "          " 2739  55879 152598
-10.5331  5.7908  6.03 "          " 2001  38735 150814
-14.1939 22.2072  6.03 " 39    Aqr" 8462 210705 164923
-14.9094 16.8075  6.03 "          " 6235 151527 160104
-16.2289 19.1145  6.03 "          " 7239 177817 162201
-16.2347  7.1592  6.03 "          " 2699  54764 152477
-16.3444 10.6046  6.03 "   Phi2Hya" 4156  91880 156093
-16.8736  6.6432  6.03 "          " 2448  47561 151737
-19.7586 12.6970  6.03 "          " 4827 110385 157451
-29.1358 16.0443  6.03 "          " 5965 143619 184049
-35.6242 17.8828  6.03 "          " 6653 162517 209404
-39.7181  5.0263  6.03 "          " 1631  32453 195501
-39.8642 15.9351  6.03 "          " 5918 142448 207128
-40.3000 23.9107  6.03 "          " 9046 224022 231842
-43.7522  7.7550  6.03 "          " 3020  63118 218955
-46.0364 17.5303  6.03 "          " 6513 158476 228075
-46.2642  8.2086  6.03 "          " 3234  68895 219602
-56.6494  8.8844  6.03 "          " 3549  76346 236368
-62.9097  2.8720  6.03 "          "  866  18185 248673
-67.4325 16.7228  6.03 "          " 6182 150026 253673
-68.6228  5.4500  6.03 "          " 1859  36584 249281
-71.4761 13.0514  6.03 "          " 4930 113120 257003
  1.3667  1.0636  6.04 " 26    Cet"  301   6288 109643
  8.3142  9.9688  6.04 "          " 3938  86369 118023
  9.7625 10.4608  6.04 " 45    Leo" 4101  90569  99136
 -2.8036  6.9163  6.04 "          " 2582  50890 133890
 10.1897  0.4723  6.04 "          "  107   2454 109224
 12.1653 13.8718  6.04 "          " 5220 120934 100745
 12.6294  3.4028  6.04 "          " 1028  21051  93416
 13.3708  7.8172  6.04 "          " 3030  63352  97273
 13.6386  6.1911  6.04 "          " 2191  42477  95352
 15.0347  2.5484  6.04 " 29    Ari"  741  15814  92998
 16.2428 11.8208  6.04 "          " 4535 102660  99812
 20.8483 22.3943  6.04 " 33    Peg" 8532 212395  90462
 22.0308  6.6515  6.04 "          " 2436  47358  78586
 24.6292  0.6933  6.04 "          "  178   3883  74200
 27.1358 10.2305  6.04 "          " 4006  88639  81243
 27.9739 10.8316  6.04 " 44    LMi" 4230  93765  81542
 31.3581  5.6766  6.04 "          " 1938  37519  58319
 32.6128 21.3561  6.04 "          " 8169 203439  71237
 34.7903 17.0649  6.04 "          " 6351 154431  65766
 38.6150  2.9673  6.04 "          "  876  18339  56036
 38.7736 18.2180  6.04 "          " 6826 167370  66765
 39.6681 18.6351  6.04 "          " 7009 172380  67193
 39.9822 17.8680  6.04 "          " 6673 162989  66402
 44.7133  1.0010  6.04 "          "  283   5789  36833
 49.7467 17.1945  6.04 "          " 6399 155860  46561
 51.1725  6.2293  6.04 "          " 2188  42466  25630
 61.1700  5.1082  6.04 "          " 1624  32356  13369
 62.4200 22.3834  6.04 "          " 8537 212495  20042
 77.9164  2.0492  6.04 "          "  572  12005   4555
 80.0008 18.0009  6.04 " 40    Dra" 6809 166865   8994
-10.8708 19.8173  6.04 "          " 7541 187195 163012
-12.4436 10.6473  6.04 "          " 4172  92245 156124
-12.7694  2.8756  6.04 "          "  857  17925 148647
-17.3450 21.2518  6.04 "          " 8122 202261 164249
-27.8656 19.4084  6.04 "          " 7355 182180 188079
-28.5397  6.8927  6.04 "          " 2576  50806 172524
-28.5697 13.9046  6.04 "          " 5228 121156 182065
-28.6369 19.1253  6.04 "          " 7240 177846 187701
-33.1772 20.8663  6.04 "   Bet Mic" 7979 198529 212499
-36.6347 14.8106  6.04 "          " 5519 130328 205966
-38.1467  6.6172  6.04 "          " 2444  47463 197011
-39.1281 15.6451  6.04 "          " 5807 139271 206827
-41.9136 18.5175  6.04 "          " 6931 170384 229080
-42.8883  7.8612  6.04 "          " 3078  64365 219076
-43.4847 15.2696  6.04 "          " 5668 135348 225602
-44.8986  9.2678  6.04 "          " 3688  80057 221010
-48.5981 22.8939  6.04 "   Tau1Gru" 8700 216435 231343
-49.4894 15.7103  6.04 "          " 5832 139871 226089
-61.0950 18.7532  6.04 "          " 7015 172630 254359
-64.3414 12.4719  6.04 "          " 4744 108501 251920
-67.9322 14.6295  6.04 "          " 5443 128020 252824
-72.0356 13.3219  6.04 "          " 5012 115439 257028
-75.0156 22.4308  6.04 "          " 8526 212168 258036
-86.3644 17.0162  6.04 "          " 6139 148542 258751
  0.1317 11.3883  6.05 "          " 4394  98960 118825
  0.4636 20.9529  6.05 "          " 8017 199442 126396
  1.8636  3.0773  6.05 "          "  926  19121 110945
  3.4444 19.5092  6.05 "          " 7415 183656 124704
  3.9478  8.3305  6.05 "          " 3269  70013 116630
  4.5328 20.9280  6.05 "          " 8010 199223 126373
  7.6042 12.5226  6.05 "          " 4770 108985 119453
  8.6414  7.9544  6.05 "          " 3097  65066 116162
 -3.0397  5.0818  6.05 "          " 1646  32686 131742
 -3.2133  2.6968  6.05 "          "  795  16824 130061
 -3.7425 10.4789  6.05 "          " 4109  90763 137591
 -3.8117  3.1886  6.05 "          "  955  19836 130328
 -5.9383  5.6243  6.05 "          " 1918  37303 132375
 -9.7092 13.7871  6.05 "          " 5178 120033 139544
 11.2058  0.3048  6.05 "          "   69   1419  91832
 21.1325 16.3345  6.05 "          " 6087 147266  84306
 27.5722  6.0168  6.05 "          " 2111  40589  77837
 30.3097 21.3783  6.05 "          " 8182 203630  71259
 30.6786 19.7193  6.05 "          " 7505 186440  68744
 34.1625 19.7309  6.05 "          " 7512 186568  68764
 36.6336 21.2240  6.05 "          " 8120 202240  71086
 36.9444 19.5968  6.05 " 11    Cyg" 7457 185037  68552
 38.6619 23.5110  6.05 "          " 8927 221293  73308
 40.5825  3.0891  6.05 "          "  923  19066  38559
 43.2172 16.7533  6.05 "          " 6230 151388  46262
 44.8614  0.7697  6.05 "          "  205   4335  36640
 49.8811 15.9846  6.05 "          " 5964 143584  29737
 49.9056  6.0469  6.05 "          " 2112  40626  40801
 56.5817  5.7171  6.05 " 24    Cam" 1941  37601  25333
 57.5633  6.9537  6.05 "          " 2561  50551  26050
 75.9256 20.9123  6.05 "          " 8043 200039   9911
 79.6028 19.3612  6.05 "          " 7423 184102   9414
 81.2958  2.1570  6.05 "          "  597  12467    344
-13.1219  5.1102  6.05 "          " 1661  32996 150149
-14.9992  7.4894  6.05 "          " 2868  59438 152943
-16.2806 11.5541  6.05 "          " 4451 100418 156750
-16.6936 12.2843  6.05 "          " 4670 106819 157184
-19.2453 19.0511  6.05 "          " 7203 176884 162130
-21.9828  7.4222  6.05 "          " 2839  58585 173691
-23.4619  6.7565  6.05 "          " 2495  49001 172273
-23.6956  6.6601  6.05 "          " 2455  47827 172102
-25.4178  6.0203  6.05 "          " 2129  40972 171138
-25.4769 16.2482  6.05 "          " 6054 146001 184258
-26.2697 17.5290  6.05 "          " 6520 158704 185474
-26.8811 21.0292  6.05 "          " 8045 200052 189942
-28.2375 10.5302  6.05 "          " 4130  91280 178938
-28.7889 19.8199  6.05 "          " 7538 187098 188603
-33.5969 13.6960  6.05 "          " 5147 119090 204739
-37.5814  9.3416  6.05 "          " 3716  80774 200257
-38.1567 16.7299  6.05 "          " 6210 150608 207966
-39.3567  4.7654  6.05 "          " 1526  30432 195278
-48.4144  9.9618  6.05 "          " 3943  86523 221644
-50.3067 23.3472  6.05 "          " 8877 220003 247838
-51.6967 11.9864  6.05 "          " 4582 104081 239548
-52.0311  5.2315  6.05 "          " 1727  34347 233886
-52.3117  7.3393  6.05 "          " 2813  57852 235110
-52.8075  8.4403  6.05 "          " 3341  71722 235976
-57.1025  3.9786  6.05 "          " 1245  25346 233347
-64.9297  9.4456  6.05 "          " 3761  82068 250583
-65.6050 19.8504  6.05 "          " 7524 186786 254669
-65.8256  8.7417  6.05 "          " 3495  75171 250317
-66.9269  3.2997  6.05 "          " 1014  20888 248776
-70.0736 22.9109  6.05 "   Rho Ind" 8701 216437 258084
-70.3056 14.1753  6.05 "          " 5293 123377 257119
-72.1467 13.3813  6.05 "          " 5030 115967 257033
-77.6561  4.6394  6.05 "          " 1531  30479 256116
-78.8208  5.5934  6.05 "   Iot Men" 1991  38602 256214
-79.0697  8.7201  6.05 "          " 3524  75747 256549
-85.6317 12.0389  6.05 "          " 4595 104555 258632
  6.1353  6.6234  6.06 "          " 2422  47129 114146
  7.5956 17.4386  6.06 "          " 6497 157978 122381
  8.5903  4.4392  6.06 "          " 1397  28114 111817
 -1.0786 20.3287  6.06 "          " 7768 193329 144296
 -1.0794 17.1371  6.06 "          " 6367 154895 141528
 15.6742  1.1699  6.06 "          "  344   6966  92288
 16.4450  0.4702  6.06 " 48    Psc"  106   2436  91912
 19.8681  5.8732  6.06 "          " 2030  39286  94942
 20.8408 23.5654  6.06 "          " 8942 221662  91349
 23.1756  3.9511  6.06 " 33    Tau" 1221  24769  76343
 23.3269  6.4258  6.06 "          " 2304  44927  78349
 24.8586 16.6835  6.06 "          " 6208 150580  84536
 30.7333 19.0829  6.06 "          " 7238 177809  67781
 31.7569 18.7993  6.06 "          " 7081 174179  67396
 31.7911 14.4971  6.06 "          " 5422 127304  64178
 32.1836  3.2764  6.06 "          "  978  20277  56308
 33.5181 19.3759  6.06 "          " 7359 182272  68215
 35.0114  8.4180  6.06 "          " 3292  70771  60794
 37.4181  0.8912  6.06 "          "  249   5118  54237
 37.8264 19.8464  6.06 "          " 7568 187880  68953
 40.5794 20.6593  6.06 "          " 7911 197018  49899
 42.5428 12.3964  6.06 "  4    CVn" 4715 107904  44155
 47.4842  2.2341  6.06 "          "  647  13594  37878
 48.5236  3.7351  6.06 "          " 1127  23049  39063
 57.0828  7.6804  6.06 " 23    Lyn" 2929  61106  26459
 59.7089 19.8932  6.06 "          " 7611 188793  32093
 62.9383 22.8123  6.06 "          " 8683 216102  20253
 65.4886 18.6037  6.06 "          " 7013 172569  17947
 67.2103 11.1611  6.06 "          " 4330  96707  15414
 74.2692  5.0389  6.06 "          " 1572  31312   5385
 75.9411  4.8140  6.06 "          " 1491  29678   5309
-10.7858  4.5561  6.06 "          " 1447  28970 149725
-15.0247  6.3136  6.06 "          " 2268  44021 151346
-15.5364 19.3167  6.06 "          " 7317 180928 162462
-17.5775  0.1426  6.06 "          "   18    402 147103
-21.3247 14.7871  6.06 "          " 5513 130157 182873
-22.8425  0.6019  6.06 "          "  151   3326 166400
-32.1408  8.2364  6.06 "          " 3239  69080 198972
-32.6367 14.9419  6.06 "          " 5562 131774 206112
-32.9947 13.8639  6.06 "  3    Cen" 5211 120710 204917
-34.1142 17.8803  6.06 "          " 6651 162496 209397
-36.4758 17.9189  6.06 "          " 6671 162926 209458
-37.8703 12.1761  6.06 "          " 4631 105776 203195
-38.4633  0.7119  6.06 "   Lam1Scl"  185   4065 192690
-39.4258  9.4045  6.06 "          " 3737  81411 200330
-47.1600 17.0616  6.06 "          " 6323 153791 227588
-51.0683 18.2836  6.06 "          " 6821 167257 245372
-52.5669 13.1829  6.06 "          " 4965 114365 240627
-53.2733  7.6501  6.06 "          " 2971  61966 235391
-54.8219  0.5926  6.06 "          "  148   3303 232099
-56.4119  9.8111  6.06 "          " 3895  85250 237370
-57.4100 11.9032  6.06 "          " 4556 103400 239475
-57.7558 16.4958  6.06 "          " 6120 148218 243874
-60.8614  1.9296  6.06 "          "  571  11995 248464
-65.6928 12.2850  6.06 "          " 4669 106797 251826
-65.7092 12.1064  6.06 "          " 4615 105151 251738
-67.8236 11.2886  6.06 "          " 4379  98292 251341
-69.7197 14.1839  6.06 "          " 5295 123492 252636
-72.9947 18.8287  6.06 "          " 7027 172881 257630
-80.1767  1.7962  6.06 "   Tau2Hyi"  550  11604 258280
  2.3475 16.4473  6.07 "          " 6124 148287 121604
  3.7486 18.4640  6.07 "          " 6925 170137 123513
  5.6408  9.0254  6.07 "          " 3590  77250 117351
  6.0661  6.2611  6.07 "          " 2231  43285 113650
  6.5425 10.3834  6.07 " 43    Leo" 4077  89962 118269
  9.5658  2.4931  6.07 "          "  725  15453 110565
  9.8211  8.1879  6.07 "          " 3201  68099 116444
 -1.4178 14.7532  6.07 "          " 5496 129902 140116
 -2.2192  0.4083  6.07 "          "   94   2023 128743
 -2.4478  0.1367  6.07 "          "   14    352 128602
 -6.3806 23.8090  6.07 "          " 9014 223311 146919
 -6.6772 11.7320  6.07 "          " 4510 101933 138375
 10.0489 21.1753  6.07 "  6    Equ" 8098 201616 126597
 11.2656 15.5982  6.07 "          " 5796 139087 101634
 11.9581 12.7871  6.07 " 34    Vir" 4855 111164 100260
 16.8533 19.1326  6.07 "          " 7260 178428 104511
 19.3756 21.4408  6.07 "          " 8210 204188 107138
 20.8694  5.8062  6.07 "          " 1997  38670  77578
 22.2444  3.8319  6.07 "          " 1185  23950  76250
 27.9028  9.0303  6.07 " 67    Cnc" 3589  77190  80585
 35.5103 21.7003  6.07 "          " 8297 206570  71613
 36.1689  4.9389  6.07 "          " 1573  31327  57511
 37.0339 13.3983  6.07 "          " 5052 116581  63514
 38.6575 21.0513  6.07 "          " 8063 200577  70832
 41.4417 18.7703  6.07 "          " 7073 173936  47779
 42.5039  3.2491  6.07 "          "  966  20063  38674
 46.8325 23.7926  6.07 "          " 9011 223229  53374
 61.8058  0.8546  6.07 "          "  237   4817  11430
 62.7131 12.6928  6.07 " 76    UMa" 4833 110462  15871
 66.5244  2.2414  6.07 " 55    Cas"  640  13474  12180
 70.9894 19.5167  6.07 "          " 7450 184958   9447
 78.7258  1.3963  6.07 "          "  386   8065   4391
-13.0708 22.9932  6.07 "          " 8741 217251 165425
-14.6908  7.7581  6.07 "  2    Pup" 3010  62864 153363
-18.6614 18.2586  6.07 "          " 6825 167356 161227
-21.3756  5.4601  6.07 "          " 1823  35991 170445
-22.7150  6.2843  6.07 "          " 2254  43745 171502
-22.9703  4.3104  6.07 "          " 1353  27411 169325
-25.8567  6.4531  6.07 "          " 2349  45588 171774
-31.8394 11.0113  6.07 "          " 4298  95456 201998
-41.3208  4.8378  6.07 "          " 1557  30985 217032
-43.1733  9.0062  6.07 "          " 3593  77320 220738
-44.2478 22.7120  6.07 "          " 8639 214987 231260
-46.5842 14.6531  6.07 "          " 5457 128582 225089
-47.5131 18.1846  6.07 "          " 6778 166006 228774
-52.2056 14.7867  6.07 "          " 5498 129932 241995
-52.4381 15.8140  6.07 "          " 5865 140979 243001
-62.4978  0.7423  6.07 "          "  199   4294 248243
-65.1383 13.2791  6.07 "          " 5000 115149 252236
-67.3208 20.0924  6.07 "          " 7644 189567 254721
-70.4903 23.7404  6.07 "          " 8994 222805 258178
-74.4936 10.6546  6.07 "          " 4186  92682 256742
-76.1775 17.9616  6.07 "          " 6635 161988 257542
-76.7292 14.4936  6.07 "          " 5389 126209 257163
  4.9867 16.0627  6.08 " 43    Ser" 5976 144046 121339
 10.6319  8.3987  6.08 " 21    Cnc" 3290  70734  97788
 10.8958 20.5050  6.08 "  1    Del" 7836 195325 106172
 11.6808  6.0569  6.08 "          " 2133  41076  95170
 12.1375 21.5193  6.08 "          " 8231 204862 107195
 12.3950 16.6809  6.08 "          " 6203 150483 102314
 13.5675 17.0661  6.08 "          " 6342 154278 102569
 15.9042  4.8289  6.08 " 96    Tau" 1537  30605  94151
 16.6656 16.1913  6.08 "          " 6035 145647 101994
 16.6994  5.3938  6.08 "110    Tau" 1774  35189  94514
 20.1347  5.3207  6.08 "          " 1741  34579  77098
 20.8036  3.4072  6.08 " 65    Ari" 1027  21050  75915
 21.8172 20.6529  6.08 "          " 7903 196821  88959
 23.9700  6.2719  6.08 "  8    Gem" 2230  43261  78168
 25.7306 16.9173  6.08 " 56    Her" 6292 152863  84692
 28.7431 21.7356  6.08 " 78Mu 2Cyg" 8310 206827  89939
 29.5125  6.1062  6.08 "          " 2146  41429  77958
 29.8053 20.6767  6.08 "          " 7917 197120  88997
 30.2878 15.3867  6.08 "  2Eta CrB" 5728 137108      0
 40.7869  4.7369  6.08 "          " 1500  29866  39715
 42.1061 13.5211  6.08 "          " 5096 117710  44637
 44.0608  4.9143  6.08 "          " 1558  31069  39851
 53.1556  4.9962  6.08 "  8    Cam" 1588  31579  24943
 57.4603  4.2505  6.08 "          " 1296  26553  24495
 58.7675 12.5012  6.08 " 75    UMa" 4762 108861  28408
 59.0211  5.1034  6.08 " 12    Cam" 1623  32357  25003
 59.2711 21.7126  6.08 "          " 8312 206842  33683
 73.3072 22.2147  6.08 "          " 8493 211300  10284
-10.5769 21.6578  6.08 "          " 8273 206005 164555
-11.2033 10.2692  6.08 "          " 4034  89033 155855
-13.0136 12.6878  6.08 "          " 4821 110317 157447
-16.5347  9.8666  6.08 "          " 3908  85519 155553
-19.6475 15.2220  6.08 " 25Iot2Lib" 5656 134967 159105
-21.0156  6.7837  6.08 " 12    CMa" 2509  49333 172318
-24.9606  7.1145  6.08 "          " 2686  54173 172986
-29.2819 14.2504  6.08 "          " 5324 124576 182374
-43.6647 10.5862  6.08 "          " 4154  91805 222170
-44.2258  5.4154  6.08 "          " 1813  35765 217325
-51.7372  9.3999  6.08 "          " 3739  81471 236930
-55.9472 12.7138  6.08 "          " 4832 110461 240176
-61.2775 12.1847  6.08 "          " 4634 105841 251778
  1.9681  5.2254  6.09 "          " 1701  33883 112535
  2.9042 19.5029  6.09 "          " 7412 183589 124698
  4.0081  5.7505  6.09 "          " 1978  38309 113099
  5.6547  7.1976  6.09 "          " 2710  55111 115062
  6.0400  3.9505  6.09 "          " 1224  24817 111516
  8.2300 19.1062  6.09 "          " 7243 177940 124266
 -4.9892 14.9813  6.09 "          " 5583 132375 140256
 -6.2450 17.2786  6.09 "          " 6413 156227 141585
 -6.4703 13.5071  6.09 " 72    Vir" 5088 117436 139370
 -6.5381 16.6338  6.09 "          " 6179 149911 141284
 -6.5586  8.8014  6.09 "          " 3493  75140 136287
 -6.8378  4.5706  6.09 "          " 1450  29063 131317
 10.8247 21.7092  6.09 "          " 8292 206540 107340
 12.2947  1.9905  6.09 "          "  578  12140  92739
 14.5428  4.9832  6.09 "          " 1600  31764  94240
 16.0750 15.8930  6.09 "          " 5913 142357 101796
 16.4767 18.1691  6.09 "          " 6803 166479 103443
 17.2775  4.2087  6.09 "          " 1295  26546  93810
 19.6611 19.0479  6.09 "          " 7216 177199 104405
 21.1794  9.8306  6.09 " 20    Leo" 3889  85040  81035
 27.2094  0.9329  6.09 " 67    Psc"  262   5382  74373
 31.2650 20.3771  6.09 "          " 7797 194097  69917
 35.0128 19.7643  6.09 "          " 7530 186927  68810
 36.5386 18.8601  6.09 "          " 7115 174959  67485
 37.7278  4.1376  6.09 " 49    Per" 1277  25975  57000
 40.1822  5.6146  6.09 "          " 1884  36891  40481
 43.0639  4.5569  6.09 " 57    Per" 1434  28704  39604
 48.7111  6.1935  6.09 " 41    Aur" 2176  42127  40925
 48.8042 17.0805  6.09 "          " 6363 154732  46476
 49.1208  3.4326  6.09 "          " 1029  21071  38817
 49.6003 21.7108  6.09 "          " 8304 206731  51217
 58.2503 19.9228  6.09 "          " 7626 189127  32116
 62.7497 18.6823  6.09 "          " 7042 173398  17975
 63.1856 14.5128  6.09 "          " 5436 127821  16406
-11.0889 11.0928  6.09 "          " 4315  96220 156448
